country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Rwanda,RW,RWA,646,Exclusively Breastfed for the First Two Days After Birth,2015,93.7,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Rwanda,RW,RWA,646,Exclusively Breastfed for the First Two Days After Birth,2010,84.5,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Rwanda,RW,RWA,646,Exclusively Breastfed for the First Two Days After Birth,2015,94.0,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Saint Lucia,LC,LCA,662,Exclusively Breastfed for the First Two Days After Birth,2012,67.9,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Sao Tome and Principe,ST,STP,678,Exclusively Breastfed for the First Two Days After Birth,2008,85.0,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Sao Tome and Principe,ST,STP,678,Exclusively Breastfed for the First Two Days After Birth,2019,86.8,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Sao Tome and Principe,ST,STP,678,Exclusively Breastfed for the First Two Days After Birth,2008,85.3,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Sao Tome and Principe,ST,STP,678,Exclusively Breastfed for the First Two Days After Birth,2019,86.0,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Sao Tome and Principe,ST,STP,678,Exclusively Breastfed for the First Two Days After Birth,2008,85.2,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Sao Tome and Principe,ST,STP,678,Exclusively Breastfed for the First Two Days After Birth,2014,89.6,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Sao Tome and Principe,ST,STP,678,Exclusively Breastfed for the First Two Days After Birth,2019,86.4,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Senegal,SN,SEN,686,Exclusively Breastfed for the First Two Days After Birth,2005,29.3,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Senegal,SN,SEN,686,Exclusively Breastfed for the First Two Days After Birth,2011,47.1,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Senegal,SN,SEN,686,Exclusively Breastfed for the First Two Days After Birth,2013,42.3,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Senegal,SN,SEN,686,Exclusively Breastfed for the First Two Days After Birth,2014,37.0,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Senegal,SN,SEN,686,Exclusively Breastfed for the First Two Days After Birth,2015,41.3,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Senegal,SN,SEN,686,Exclusively Breastfed for the First Two Days After Birth,2017,46.3,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Senegal,SN,SEN,686,Exclusively Breastfed for the First Two Days After Birth,2018,42.3,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Senegal,SN,SEN,686,Exclusively Breastfed for the First Two Days After Birth,2019,45.6,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Senegal,SN,SEN,686,Exclusively Breastfed for the First Two Days After Birth,2005,28.3,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Senegal,SN,SEN,686,Exclusively Breastfed for the First Two Days After Birth,2011,43.7,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Senegal,SN,SEN,686,Exclusively Breastfed for the First Two Days After Birth,2013,40.6,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Senegal,SN,SEN,686,Exclusively Breastfed for the First Two Days After Birth,2014,38.3,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Senegal,SN,SEN,686,Exclusively Breastfed for the First Two Days After Birth,2015,39.6,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Senegal,SN,SEN,686,Exclusively Breastfed for the First Two Days After Birth,2017,47.3,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Senegal,SN,SEN,686,Exclusively Breastfed for the First Two Days After Birth,2018,39.7,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Senegal,SN,SEN,686,Exclusively Breastfed for the First Two Days After Birth,2019,41.2,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Senegal,SN,SEN,686,Exclusively Breastfed for the First Two Days After Birth,2005,28.8,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Senegal,SN,SEN,686,Exclusively Breastfed for the First Two Days After Birth,2011,45.3,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Senegal,SN,SEN,686,Exclusively Breastfed for the First Two Days After Birth,2013,41.5,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Senegal,SN,SEN,686,Exclusively Breastfed for the First Two Days After Birth,2014,37.6,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Senegal,SN,SEN,686,Exclusively Breastfed for the First Two Days After Birth,2015,40.4,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Senegal,SN,SEN,686,Exclusively Breastfed for the First Two Days After Birth,2017,46.8,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Senegal,SN,SEN,686,Exclusively Breastfed for the First Two Days After Birth,2018,41.1,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Senegal,SN,SEN,686,Exclusively Breastfed for the First Two Days After Birth,2019,43.5,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Serbia,RS,SRB,688,Exclusively Breastfed for the First Two Days After Birth,2019,34.8,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Serbia,RS,SRB,688,Exclusively Breastfed for the First Two Days After Birth,2019,34.3,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Serbia,RS,SRB,688,Exclusively Breastfed for the First Two Days After Birth,2010,44.6,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Serbia,RS,SRB,688,Exclusively Breastfed for the First Two Days After Birth,2014,31.5,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Serbia,RS,SRB,688,Exclusively Breastfed for the First Two Days After Birth,2019,34.5,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Sierra Leone,SL,SLE,694,Exclusively Breastfed for the First Two Days After Birth,2008,39.3,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Sierra Leone,SL,SLE,694,Exclusively Breastfed for the First Two Days After Birth,2013,74.5,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Sierra Leone,SL,SLE,694,Exclusively Breastfed for the First Two Days After Birth,2017,89.0,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Sierra Leone,SL,SLE,694,Exclusively Breastfed for the First Two Days After Birth,2019,88.5,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Sierra Leone,SL,SLE,694,Exclusively Breastfed for the First Two Days After Birth,2008,36.8,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Sierra Leone,SL,SLE,694,Exclusively Breastfed for the First Two Days After Birth,2013,75.6,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Sierra Leone,SL,SLE,694,Exclusively Breastfed for the First Two Days After Birth,2017,89.9,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Sierra Leone,SL,SLE,694,Exclusively Breastfed for the First Two Days After Birth,2019,85.6,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Sierra Leone,SL,SLE,694,Exclusively Breastfed for the First Two Days After Birth,2008,38.1,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Sierra Leone,SL,SLE,694,Exclusively Breastfed for the First Two Days After Birth,2010,69.3,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Sierra Leone,SL,SLE,694,Exclusively Breastfed for the First Two Days After Birth,2013,75.1,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Sierra Leone,SL,SLE,694,Exclusively Breastfed for the First Two Days After Birth,2017,89.5,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Sierra Leone,SL,SLE,694,Exclusively Breastfed for the First Two Days After Birth,2019,87.0,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
South Africa,ZA,ZAF,710,Exclusively Breastfed for the First Two Days After Birth,2016,70.4,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
South Africa,ZA,ZAF,710,Exclusively Breastfed for the First Two Days After Birth,2016,71.2,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
South Africa,ZA,ZAF,710,Exclusively Breastfed for the First Two Days After Birth,2016,70.8,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
"Palestinian Territory, Occupied",PS,PSE,275,Exclusively Breastfed for the First Two Days After Birth,2020,60.2,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
"Palestinian Territory, Occupied",PS,PSE,275,Exclusively Breastfed for the First Two Days After Birth,2020,58.4,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
"Palestinian Territory, Occupied",PS,PSE,275,Exclusively Breastfed for the First Two Days After Birth,2010,71.7,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
"Palestinian Territory, Occupied",PS,PSE,275,Exclusively Breastfed for the First Two Days After Birth,2014,58.1,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
"Palestinian Territory, Occupied",PS,PSE,275,Exclusively Breastfed for the First Two Days After Birth,2020,59.3,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Sudan,SD,SDN,736,Exclusively Breastfed for the First Two Days After Birth,2014,67.1,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Suriname,SR,SUR,740,Exclusively Breastfed for the First Two Days After Birth,2018,54.1,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Suriname,SR,SUR,740,Exclusively Breastfed for the First Two Days After Birth,2018,45.5,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Suriname,SR,SUR,740,Exclusively Breastfed for the First Two Days After Birth,2010,41.1,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Suriname,SR,SUR,740,Exclusively Breastfed for the First Two Days After Birth,2018,49.6,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Tajikistan,TJ,TJK,762,Exclusively Breastfed for the First Two Days After Birth,2012,83.5,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Tajikistan,TJ,TJK,762,Exclusively Breastfed for the First Two Days After Birth,2012,83.3,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Tajikistan,TJ,TJK,762,Exclusively Breastfed for the First Two Days After Birth,2012,83.4,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Thailand,TH,THA,764,Exclusively Breastfed for the First Two Days After Birth,2012,70.3,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Thailand,TH,THA,764,Exclusively Breastfed for the First Two Days After Birth,2016,73.4,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Thailand,TH,THA,764,Exclusively Breastfed for the First Two Days After Birth,2019,73.7,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Timor-Leste,TL,TLS,626,Exclusively Breastfed for the First Two Days After Birth,2009,86.7,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Timor-Leste,TL,TLS,626,Exclusively Breastfed for the First Two Days After Birth,2016,78.6,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Timor-Leste,TL,TLS,626,Exclusively Breastfed for the First Two Days After Birth,2009,85.4,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Timor-Leste,TL,TLS,626,Exclusively Breastfed for the First Two Days After Birth,2016,78.0,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Timor-Leste,TL,TLS,626,Exclusively Breastfed for the First Two Days After Birth,2009,86.1,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Timor-Leste,TL,TLS,626,Exclusively Breastfed for the First Two Days After Birth,2016,78.3,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Togo,TG,TGO,768,Exclusively Breastfed for the First Two Days After Birth,2014,87.3,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Togo,TG,TGO,768,Exclusively Breastfed for the First Two Days After Birth,2017,86.1,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Togo,TG,TGO,768,Exclusively Breastfed for the First Two Days After Birth,2014,84.6,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Togo,TG,TGO,768,Exclusively Breastfed for the First Two Days After Birth,2017,83.0,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Togo,TG,TGO,768,Exclusively Breastfed for the First Two Days After Birth,2010,81.6,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Togo,TG,TGO,768,Exclusively Breastfed for the First Two Days After Birth,2014,85.9,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Togo,TG,TGO,768,Exclusively Breastfed for the First Two Days After Birth,2017,84.5,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Tonga,TO,TON,776,Exclusively Breastfed for the First Two Days After Birth,2019,82.2,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Tonga,TO,TON,776,Exclusively Breastfed for the First Two Days After Birth,2019,68.3,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Tonga,TO,TON,776,Exclusively Breastfed for the First Two Days After Birth,2019,75.3,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Trinidad and Tobago,TT,TTO,780,Exclusively Breastfed for the First Two Days After Birth,2011,58.7,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Tunisia,TN,TUN,788,Exclusively Breastfed for the First Two Days After Birth,2018,58.0,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Tunisia,TN,TUN,788,Exclusively Breastfed for the First Two Days After Birth,2018,53.1,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Tunisia,TN,TUN,788,Exclusively Breastfed for the First Two Days After Birth,2012,47.2,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Tunisia,TN,TUN,788,Exclusively Breastfed for the First Two Days After Birth,2018,55.4,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Turkmenistan,TM,TKM,795,Exclusively Breastfed for the First Two Days After Birth,2019,96.8,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Turkmenistan,TM,TKM,795,Exclusively Breastfed for the First Two Days After Birth,2019,95.7,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Turkmenistan,TM,TKM,795,Exclusively Breastfed for the First Two Days After Birth,2015,96.1,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Turkmenistan,TM,TKM,795,Exclusively Breastfed for the First Two Days After Birth,2019,96.2,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Turkey,TR,TUR,792,Exclusively Breastfed for the First Two Days After Birth,2004,60.3,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Turkey,TR,TUR,792,Exclusively Breastfed for the First Two Days After Birth,2004,58.8,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Turkey,TR,TUR,792,Exclusively Breastfed for the First Two Days After Birth,2004,59.5,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Uganda,UG,UGA,800,Exclusively Breastfed for the First Two Days After Birth,2000,38.1,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Uganda,UG,UGA,800,Exclusively Breastfed for the First Two Days After Birth,2006,46.2,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Uganda,UG,UGA,800,Exclusively Breastfed for the First Two Days After Birth,2011,58.5,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Uganda,UG,UGA,800,Exclusively Breastfed for the First Two Days After Birth,2016,71.4,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Uganda,UG,UGA,800,Exclusively Breastfed for the First Two Days After Birth,2000,35.6,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Uganda,UG,UGA,800,Exclusively Breastfed for the First Two Days After Birth,2006,45.3,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Uganda,UG,UGA,800,Exclusively Breastfed for the First Two Days After Birth,2011,56.0,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Uganda,UG,UGA,800,Exclusively Breastfed for the First Two Days After Birth,2016,71.8,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Uganda,UG,UGA,800,Exclusively Breastfed for the First Two Days After Birth,2000,36.8,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Uganda,UG,UGA,800,Exclusively Breastfed for the First Two Days After Birth,2006,45.8,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Uganda,UG,UGA,800,Exclusively Breastfed for the First Two Days After Birth,2011,57.2,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Uganda,UG,UGA,800,Exclusively Breastfed for the First Two Days After Birth,2016,71.6,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Ukraine,UA,UKR,804,Exclusively Breastfed for the First Two Days After Birth,2007,72.2,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Ukraine,UA,UKR,804,Exclusively Breastfed for the First Two Days After Birth,2007,77.3,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Ukraine,UA,UKR,804,Exclusively Breastfed for the First Two Days After Birth,2007,74.9,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Ukraine,UA,UKR,804,Exclusively Breastfed for the First Two Days After Birth,2012,81.0,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
"Tanzania, United Republic of",TZ,TZA,834,Exclusively Breastfed for the First Two Days After Birth,2010,67.4,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
"Tanzania, United Republic of",TZ,TZA,834,Exclusively Breastfed for the First Two Days After Birth,2015,85.8,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
"Tanzania, United Republic of",TZ,TZA,834,Exclusively Breastfed for the First Two Days After Birth,2010,66.4,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
"Tanzania, United Republic of",TZ,TZA,834,Exclusively Breastfed for the First Two Days After Birth,2015,83.7,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
"Tanzania, United Republic of",TZ,TZA,834,Exclusively Breastfed for the First Two Days After Birth,2010,66.9,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
"Tanzania, United Republic of",TZ,TZA,834,Exclusively Breastfed for the First Two Days After Birth,2015,84.7,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Uruguay,UY,URY,858,Exclusively Breastfed for the First Two Days After Birth,2013,78.1,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Viet Nam,VN,VNM,704,Exclusively Breastfed for the First Two Days After Birth,2010,36.5,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Vietnam,VN,VNM,704,Exclusively Breastfed for the First Two Days After Birth,2010,36.5,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Viet Nam,VN,VNM,704,Exclusively Breastfed for the First Two Days After Birth,2014,24.7,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Vietnam,VN,VNM,704,Exclusively Breastfed for the First Two Days After Birth,2014,24.7,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Yemen,YE,YEM,887,Exclusively Breastfed for the First Two Days After Birth,2013,29.9,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Yemen,YE,YEM,887,Exclusively Breastfed for the First Two Days After Birth,2013,29.8,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Yemen,YE,YEM,887,Exclusively Breastfed for the First Two Days After Birth,2013,29.8,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Zambia,ZM,ZMB,894,Exclusively Breastfed for the First Two Days After Birth,2002,74.6,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Zambia,ZM,ZMB,894,Exclusively Breastfed for the First Two Days After Birth,2007,88.9,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Zambia,ZM,ZMB,894,Exclusively Breastfed for the First Two Days After Birth,2013,94.2,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Zambia,ZM,ZMB,894,Exclusively Breastfed for the First Two Days After Birth,2018,91.3,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Zambia,ZM,ZMB,894,Exclusively Breastfed for the First Two Days After Birth,2002,74.0,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Zambia,ZM,ZMB,894,Exclusively Breastfed for the First Two Days After Birth,2007,88.9,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Zambia,ZM,ZMB,894,Exclusively Breastfed for the First Two Days After Birth,2013,92.3,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Zambia,ZM,ZMB,894,Exclusively Breastfed for the First Two Days After Birth,2018,91.2,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Zambia,ZM,ZMB,894,Exclusively Breastfed for the First Two Days After Birth,2002,74.3,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Zambia,ZM,ZMB,894,Exclusively Breastfed for the First Two Days After Birth,2007,88.9,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Zambia,ZM,ZMB,894,Exclusively Breastfed for the First Two Days After Birth,2013,93.2,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Zambia,ZM,ZMB,894,Exclusively Breastfed for the First Two Days After Birth,2018,91.3,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Zimbabwe,ZW,ZWE,716,Exclusively Breastfed for the First Two Days After Birth,2005,88.7,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Zimbabwe,ZW,ZWE,716,Exclusively Breastfed for the First Two Days After Birth,2010,82.9,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Zimbabwe,ZW,ZWE,716,Exclusively Breastfed for the First Two Days After Birth,2015,84.8,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Zimbabwe,ZW,ZWE,716,Exclusively Breastfed for the First Two Days After Birth,2019,87.2,Female,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Zimbabwe,ZW,ZWE,716,Exclusively Breastfed for the First Two Days After Birth,2005,87.9,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Zimbabwe,ZW,ZWE,716,Exclusively Breastfed for the First Two Days After Birth,2010,84.8,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Zimbabwe,ZW,ZWE,716,Exclusively Breastfed for the First Two Days After Birth,2015,86.8,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Zimbabwe,ZW,ZWE,716,Exclusively Breastfed for the First Two Days After Birth,2019,86.8,Male,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Zimbabwe,ZW,ZWE,716,Exclusively Breastfed for the First Two Days After Birth,2005,88.3,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Zimbabwe,ZW,ZWE,716,Exclusively Breastfed for the First Two Days After Birth,2010,83.8,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Zimbabwe,ZW,ZWE,716,Exclusively Breastfed for the First Two Days After Birth,2014,91.3,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Zimbabwe,ZW,ZWE,716,Exclusively Breastfed for the First Two Days After Birth,2015,85.8,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
Zimbabwe,ZW,ZWE,716,Exclusively Breastfed for the First Two Days After Birth,2019,87.0,Total,Units,%,Reanalysed,Free,Middle of fieldwork,Under 24 months old
